code,size,rooms,price,url,image_url,type,neighborhood,street,bedrooms,floor,interior,bathrooms,year_built,description,central_heating,yard
A15415,75 m²,3,700 €,https://www.novelestate.com/estate_view.html?id=A15415,https://novelestate.com/images/estate/27780/1.jpg,rent,Тафталиџе 1,,2,8,Наместен,1,,"Се издава наместен стан во Скопје, Тафталиџе 1 со површина од 75 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 700 EUR",Yes,
A14915,75 m²,3,700 €,https://www.novelestate.com/estate_view.html?id=A14915,https://novelestate.com/images/estate/26971/viber_image_2024-06-05_11-19-30-892.jpg,rent,Тафталиџе 1,,2,пр,Наместен,1,,"Се издава наместен стан во Скопје, Тафталиџе 1 со површина од 75 m2.
 Екстра: Клима, Сопствено парно, Нова Зграда, Паркинг.
 Цена: 700 EUR",,да
A15489,100 m²,3,500 €,https://www.novelestate.com/estate_view.html?id=A15489,https://novelestate.com/images/estate/27890/viber_image_2025-07-16_11-33-24-050.jpg,rent,Чаир,Џон Кенеди,2,7,Наместен,2,,"Се издава наместен стан во Скопје, Чаир со површина од 100 m2.
 Екстра: Клима, Лифт, Паркинг.
 Цена: 500 EUR",,
A15487,80 m²,4,500 €,https://www.novelestate.com/estate_view.html?id=A15487,https://novelestate.com/images/estate/27888/viber_image_2025-07-16_11-25-47-556.jpg,rent,Ѓорче Петров,ул.Македонска Војска,3,7,Наместен,2,,"Се издава наместен стан во Скопје, Ѓорче Петров со површина од 80 m2.
 Екстра: Клима, Лифт, Нова Зграда, Гаража.
 Цена: 500 EUR",,
A15360,45 m²,2,500 €,https://www.novelestate.com/estate_view.html?id=A15360,https://novelestate.com/images/estate/27681/se-izdava-nevseluvan-stan-vo-cevahir-sky-city-kula-d (1).jpeg,rent,Аеродром,Cevahir Sky City,1,1,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 45 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Гаража.
 Цена: 500 EUR",Yes,
A10003,42 m²,2,350 €,https://www.novelestate.com/estate_view.html?id=A10003,https://novelestate.com/images/estate/18390/Se-iznajmuva-ubav-dvosoben-stan (2).jpeg,rent,Аеродром,,1,,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 42 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 350 EUR",Yes,
A15316,85 m²,4,500 €,https://www.novelestate.com/estate_view.html?id=A15316,https://novelestate.com/images/estate/27613/1.jpeg,rent,Центар,,3,8/12,Наместен,2,,"Се издава наместен стан во Скопје, Центар со површина од 85 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 500 EUR",Yes,
A14991,202 m²,5,2000 €,https://www.novelestate.com/estate_view.html?id=A14991,https://novelestate.com/images/estate/27089/viber_image_2024-08-13_14-28-11-461.jpg,rent,Карпош 2,,3,7 и 8,Наместен,3,,"Се издава наместен стан во Скопје, Карпош 2 со површина од 202 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда, Паркинг.
 Цена: 2000 EUR",,
A15235,128 m²,4,950 €,https://www.novelestate.com/estate_view.html?id=A15235,https://novelestate.com/images/estate/27460/8.jpeg,rent,Капиштец,,3,3,Наместен,2,,"Се издава наместен стан во Скопје, Капиштец со површина од 128 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Гаража.
 Цена: 950 EUR",Yes,
A15486,57 m²,2,450 €,https://www.novelestate.com/estate_view.html?id=A15486,https://novelestate.com/images/estate/27886/6.jpg,rent,Мичурин,,1,4,Наместен,1,,"Се издава наместен стан во Скопје, Мичурин со површина од 57 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 450 EUR",Yes,
A15485,50 m²,3,350 €,https://www.novelestate.com/estate_view.html?id=A15485,https://novelestate.com/images/estate/27885/2.jpg,rent,Карпош 2,,2,3,Наместен,1,,"Се издава наместен стан во Скопје, Карпош 2 со површина од 50 m2.
 Екстра: Клима, Греење на струја, Реновиран.
 Цена: 350 EUR",,
A15484,63 m²,2,600 €,https://www.novelestate.com/estate_view.html?id=A15484,https://novelestate.com/images/estate/27884/9.jpg,rent,Центар,,1,високо приземје,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 63 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 600 EUR",Yes,
A15483,65 m²,3,350 €,https://www.novelestate.com/estate_view.html?id=A15483,https://novelestate.com/images/estate/27882/2.jpg,rent,Центар,,2,6,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 65 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 350 EUR",Yes,
A15482,60 m²,2,500 €,https://www.novelestate.com/estate_view.html?id=A15482,https://novelestate.com/images/estate/27880/3.jpg,rent,Капиштец,,1,3,Наместен,1,,"Се издава наместен стан во Скопје, Капиштец со површина од 60 m2.
 Екстра: Клима, Сопствено парно, Лифт, Паркинг.
 Цена: 500 EUR",,
A15480,45 m²,2,500 €,https://www.novelestate.com/estate_view.html?id=A15480,https://novelestate.com/images/estate/27878/5.jpg,rent,Центар,,1,3,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 45 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 500 EUR",Yes,
A7317,80 m²,3,550 €,https://www.novelestate.com/estate_view.html?id=A7317,https://novelestate.com/images/estate/13359/5.jpg,rent,Водно,,2,3,Наместен,2,2014,"Се издава наместен стан во Скопје, Водно со површина од 80 m2.
 Екстра: Клима, Сопствено парно, Нова Зграда, Паркинг.
 Цена: 550 EUR",,
A9660,77 m²,3,450 €,https://www.novelestate.com/estate_view.html?id=A9660,https://novelestate.com/images/estate/17681/1.jpg,rent,Центар,,2,2,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 77 m2.
 Екстра: Централно Парно, Лифт, Клима, Интернет, Кабловска ТВ, Нова Зграда.
 Цена: 450 EUR",Yes,
A11489,50 m²,3,330 €,https://www.novelestate.com/estate_view.html?id=A11489,https://novelestate.com/images/estate/21070/Se-izdava-stan-vo-Aerodrom-pozadi-Tobako-2.jpeg,rent,Аеродром,,2,7,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 50 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 330 EUR",Yes,
A2978,77 m²,2,Please contact,https://www.novelestate.com/estate_view.html?id=A2978,https://novelestate.com/images/estate/5683/f536fe8f-cfb8-4c79-8e71-3b49147dc8ce.jpg,rent,Центар,,1,6,Празен,1,,"Се издава празен стан во Скопје, Центар со површина од 77 m2.
 Екстра: Централно Парно, Лифт, Клима.
 Цена: 0 EUR",Yes,
A14247,74 m²,3,450 €,https://www.novelestate.com/estate_view.html?id=A14247,https://novelestate.com/images/estate/25870/viber_image_2023-02-02_10-04-01-623.jpg,rent,Аеродром,ТЦ Бисер,2,5,Наместен,2,,"Се издава наместен стан во Скопје, Аеродром со површина од 74 m2.
 Екстра: Клима, Централно Парно, Лифт, Реновиран.
 Цена: 450 EUR",Yes,
A13457,57 m²,2,405 €,https://www.novelestate.com/estate_view.html?id=A13457,https://novelestate.com/images/estate/24341/8.jpeg,rent,Тафталиџе 1,,1,5/9,Наместен,1,,"Се издава наместен стан во Скопје, Тафталиџе 1 со површина од 57 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 405 EUR",Yes,
A15064,40 m²,2,280 €,https://www.novelestate.com/estate_view.html?id=A15064,https://novelestate.com/images/estate/27197/5c1e5c68-26cf-41c7-9ab7-8337f143a713.jpg,rent,Аеродром,,1,4,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 40 m2.
 Екстра: Клима, Греење на струја, Лифт, Нова Зграда.
 Цена: 280 EUR",,
A5259,45 m²,2,300 €,https://www.novelestate.com/estate_view.html?id=A5259,https://novelestate.com/images/estate/9580/viber_image_2023-04-26_11-30-57-163.jpg,rent,Капиштец,,,4,Наместен,1,,"Се издава наместен стан во Скопје, Капиштец со површина од 45 m2.
 Екстра: Лифт, Реновиран, Греење на струја, Клима.
 Цена: 300 EUR",,
A14965,50 m²,2,450 €,https://www.novelestate.com/estate_view.html?id=A14965,https://novelestate.com/images/estate/27052/82286155-21a4-4a00-92f6-5f22a2b1205e.jpg,rent,Капиштец,ул.Васил Ѓоргов,1,3,Наместен,1,,"Се издава наместен стан во Скопје, Капиштец со површина од 50 m2.
 Екстра: Клима, Лифт, Нова Зграда, Паркинг.
 Цена: 450 EUR",,
A14887,47 m²,2,600 €,https://www.novelestate.com/estate_view.html?id=A14887,https://novelestate.com/images/estate/26931/se-iznajmuva-stan-chevahir-sky-city (1).jpeg,rent,Аеродром,Chevahir Sky City,1,10,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 47 m2.
 Екстра: Клима, Сопствено парно, Нова Зграда, Паркинг.
 Цена: 600 EUR",,
A8769,45 m²,2,300 €,https://www.novelestate.com/estate_view.html?id=A8769,https://novelestate.com/images/estate/16111/Se-izdava-namesten-stan-od-45m2- (3).jpeg,rent,Кисела Вода,,1,1/4,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 45 m2.
 Екстра: Греење на струја, Нова Зграда, Клима, Лифт, Паркинг.
 Цена: 300 EUR",,
A14484,60 m²,2,350 €,https://www.novelestate.com/estate_view.html?id=A14484,https://novelestate.com/images/estate/26305/cd06f809-7a2b-4c6d-9a8a-d54adbaebeed.jpg,rent,Аеродром,,1,4,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 60 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 350 EUR",Yes,
